"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Tunica County, MS"	"28143"	2376	224301	1059.3
	"Union County, MS"	"28145"	6202	596758	1039.3
	"Walthall County, MS"	"28147"	3960	330464	1198.3
	"Warren County, MS"	"28149"	11484	1059443	1084.0
	"Washington County, MS"	"28151"	13817	1152753	1198.6
	"Wayne County, MS"	"28153"	4729	457577	1033.5
	"Webster County, MS"	"28155"	3179	220748	1440.1
	"Wilkinson County, MS"	"28157"	2843	212565	1337.5
	"Winston County, MS"	"28159"	5087	420197	1210.6
	"Yalobusha County, MS"	"28161"	3776	279151	1352.7
	"Yazoo County, MS"	"28163"	6418	616190	1041.6
	"Adair County, MO"	"29001"	4873	555847	876.7
	"Andrew County, MO"	"29003"	3707	375069	988.4
	"Atchison County, MO"	"29005"	1837	126192	1455.7
	"Audrain County, MO"	"29007"	6727	564902	1190.8
	"Barry County, MO"	"29009"	8949	776072	1153.1
	"Barton County, MO"	"29011"	3058	272304	1123.0
	"Bates County, MO"	"29013"	4600	368635	1247.8
	"Benton County, MO"	"29015"	6178	409754	1507.7
	"Bollinger County, MO"	"29017"	2966	270703	1095.7
	"Boone County, MO"	"29019"	21636	3526260	613.6
	"Buchanan County, MO"	"29021"	21006	1931048	1087.8
	"Butler County, MO"	"29023"	12218	928343	1316.1
	"Caldwell County, MO"	"29025"	2332	201423	1157.8
	"Callaway County, MO"	"29027"	8154	956833	852.2
	"Camden County, MO"	"29029"	9899	932281	1061.8
	"Cape Girardeau County, MO"	"29031"	16478	1642292	1003.4
	"Carroll County, MO"	"29033"	2777	207276	1339.8
	"Carter County, MO"	"29035"	1748	134170	1302.8
	"Cass County, MO"	"29037"	18774	2120707	885.3
	"Cedar County, MO"	"29039"	4411	308503	1429.8
	"Chariton County, MO"	"29041"	2379	172794	1376.8
	"Christian County, MO"	"29043"	12200	1623058	751.7
	"Clark County, MO"	"29045"	1892	155778	1214.5
	"Clay County, MO"	"29047"	35240	4794349	735.0
	"Clinton County, MO"	"29049"	5389	446297	1207.5
	"Cole County, MO"	"29051"	13933	1643904	847.6
	"Cooper County, MO"	"29053"	4115	382172	1076.7
	"Crawford County, MO"	"29055"	6254	530038	1179.9
	"Dade County, MO"	"29057"	2509	171104	1466.4
	"Dallas County, MO"	"29059"	4192	362483	1156.5
	"Daviess County, MO"	"29061"	1984	181277	1094.5
	"DeKalb County, MO"	"29063"	2687	277734	967.5
	"Dent County, MO"	"29065"	4340	338369	1282.6
	"Douglas County, MO"	"29067"	3531	295089	1196.6
	"Dunklin County, MO"	"29069"	10118	696588	1452.5
	"Franklin County, MO"	"29071"	21184	2201345	962.3
	"Gasconade County, MO"	"29073"	4562	332708	1371.2
	"Gentry County, MO"	"29075"	2072	148296	1397.2
	"Greene County, MO"	"29077"	57262	5952902	961.9
	"Grundy County, MO"	"29079"	3051	224154	1361.1
	"Harrison County, MO"	"29081"	2636	192073	1372.4
	"Henry County, MO"	"29083"	6707	486506	1378.6
	"Hickory County, MO"	"29085"	3135	205817	1523.2
	"Holt County, MO"	"29087"	1470	106223	1383.9
	"Howard County, MO"	"29089"	2353	222711	1056.5
	"Howell County, MO"	"29091"	10926	864941	1263.2
	"Iron County, MO"	"29093"	3483	230355	1512.0
	"Jackson County, MO"	"29095"	136388	14838911	919.1
	"Jasper County, MO"	"29097"	25660	2511494	1021.7
	"Jefferson County, MO"	"29099"	40025	4733319	845.6
	"Johnson County, MO"	"29101"	8405	1147883	732.2
	"Knox County, MO"	"29103"	1201	90606	1325.5
	"Laclede County, MO"	"29105"	8483	763920	1110.5
	"Lafayette County, MO"	"29107"	8351	725874	1150.5
	"Lawrence County, MO"	"29109"	9658	827579	1167.0
	"Lewis County, MO"	"29111"	2621	224220	1168.9
	"Lincoln County, MO"	"29113"	9117	1109053	822.1
	"Linn County, MO"	"29115"	3951	280724	1407.4
	"Livingston County, MO"	"29117"	4219	327262	1289.2
	"McDonald County, MO"	"29119"	4832	497067	972.1
	"Macon County, MO"	"29121"	4627	340221	1360.0
	"Madison County, MO"	"29123"	3636	267368	1359.9
	"Maries County, MO"	"29125"	2206	197592	1116.4
	"Marion County, MO"	"29127"	7578	627687	1207.3
	"Mercer County, MO"	"29129"	987	81545	1210.4
	"Miller County, MO"	"29131"	6109	544174	1122.6
	"Mississippi County, MO"	"29133"	3987	303574	1313.4
	"Moniteau County, MO"	"29135"	3331	340921	977.1
	"Monroe County, MO"	"29137"	2286	196933	1160.8
	"Montgomery County, MO"	"29139"	3603	263540	1367.2
	"Morgan County, MO"	"29141"	6148	444204	1384.0
	"New Madrid County, MO"	"29143"	5512	409258	1346.8
	"Newton County, MO"	"29145"	13051	1249732	1044.3
	"Nodaway County, MO"	"29147"	4284	498056	860.1
	"Oregon County, MO"	"29149"	3094	234033	1322.0
	"Osage County, MO"	"29151"	2854	298102	957.4
	"Ozark County, MO"	"29153"	2844	208478	1364.2
	"Pemiscot County, MO"	"29155"	5352	401913	1331.6
	"Perry County, MO"	"29157"	4326	414190	1044.4
	"Pettis County, MO"	"29159"	9452	908840	1040.0
	"Phelps County, MO"	"29161"	9729	958378	1015.2
	"Pike County, MO"	"29163"	4424	405802	1090.2
	"Platte County, MO"	"29165"	12932	1958458	660.3
	"Polk County, MO"	"29167"	7406	664293	1114.9
	"Pulaski County, MO"	"29169"	6599	1077528	612.4
	"Putnam County, MO"	"29171"	1536	109689	1400.3
	"Ralls County, MO"	"29173"	2049	221226	926.2
	"Randolph County, MO"	"29175"	6258	551453	1134.8
	"Ray County, MO"	"29177"	5481	512527	1069.4
	"Reynolds County, MO"	"29179"	1848	144343	1280.3
	"Ripley County, MO"	"29181"	4117	303240	1357.7
	"St. Charles County, MO"	"29183"	51429	7738140	664.6
	"St. Clair County, MO"	"29185"	3069	211008	1454.4
	"Ste. Genevieve County, MO"	"29186"	3962	396234	999.9
	"St. Francois County, MO"	"29187"	16307	1390265	1172.9
	"St. Louis County, MO"	"29189"	215210	22070188	975.1
	"Saline County, MO"	"29195"	5972	509090	1173.1
	"Schuyler County, MO"	"29197"	1200	96052	1249.3
	"Scotland County, MO"	"29199"	1354	107433	1260.3
	"Scott County, MO"	"29201"	9506	864842	1099.2
	"Shannon County, MO"	"29203"	2081	182633	1139.4
	"Shelby County, MO"	"29205"	1944	140260	1386.0
	"Stoddard County, MO"	"29207"	8448	655104	1289.6
	"Stone County, MO"	"29209"	7808	682536	1144.0
	"Sullivan County, MO"	"29211"	1822	146581	1243.0
	"Taney County, MO"	"29213"	11111	1083535	1025.4
	"Texas County, MO"	"29215"	6590	553350	1190.9
	"Vernon County, MO"	"29217"	5441	455380	1194.8
	"Warren County, MO"	"29219"	5810	682820	850.9
	"Washington County, MO"	"29221"	5894	540302	1090.9
	"Wayne County, MO"	"29223"	4241	293008	1447.4
	"Webster County, MO"	"29225"	6807	783013	869.3
	"Worth County, MO"	"29227"	685	47693	1436.3
	"Wright County, MO"	"29229"	5003	404627	1236.4
	"St. Louis city, MO"	"29510"	75423	7073902	1066.2
	"Beaverhead County, MT"	"30001"	1831	202555	904.0
	"Big Horn County, MT"	"30003"	2713	284245	954.5
	"Blaine County, MT"	"30005"	1538	146233	1051.7
	"Broadwater County, MT"	"30007"	1145	117134	977.5
	"Carbon County, MT"	"30009"	2161	222673	970.5
	"Carter County, MT"	"30011"	331	27196	1217.1
	"Cascade County, MT"	"30013"	17828	1781677	1000.6
	"Chouteau County, MT"	"30015"	1347	127383	1057.4
	"Custer County, MT"	"30017"	3115	256321	1215.3
	"Daniels County, MT"	"30019"	545	39533	1378.6
	"Dawson County, MT"	"30021"	2272	197917	1148.0
	"Deer Lodge County, MT"	"30023"	2765	203387	1359.5
	"Fallon County, MT"	"30025"	701	63622	1101.8
	"Fergus County, MT"	"30027"	3441	252680	1361.8
	"Flathead County, MT"	"30029"	17562	1969099	891.9
	"Gallatin County, MT"	"30031"	10362	1978572	523.7
	"Garfield County, MT"	"30033"	282	27751	1016.2
	"Glacier County, MT"	"30035"	2804	295594	948.6
	"Golden Valley County, MT"	"30037"	197	20107	979.8
	"Granite County, MT"	"30039"	635	68106	932.4
	"Hill County, MT"	"30041"	3313	358481	924.2
	"Jefferson County, MT"	"30043"	2100	245505	855.4
	"Judith Basin County, MT"	"30045"	430	45963	935.5
	"Lake County, MT"	"30047"	6204	628661	986.9
	"Lewis and Clark County, MT"	"30049"	12032	1375353	874.8
	"Liberty County, MT"	"30051"	467	50599	922.9
	"Lincoln County, MT"	"30053"	4966	425084	1168.2
	"McCone County, MT"	"30055"	405	38644	1048.0
	"Madison County, MT"	"30057"	1715	167755	1022.3
	"Meagher County, MT"	"30059"	531	41613	1276.0
	"Mineral County, MT"	"30061"	1058	91304	1158.8
	"Missoula County, MT"	"30063"	17150	2379828	720.6
	"Musselshell County, MT"	"30065"	1298	99349	1306.5
	"Park County, MT"	"30067"	3312	349220	948.4
	"Petroleum County, MT"	"30069"	79	10908	724.2
	"Phillips County, MT"	"30071"	1187	93195	1273.7
	"Pondera County, MT"	"30073"	1620	135543	1195.2
	"Powder River County, MT"	"30075"	437	38908	1123.2
	"Powell County, MT"	"30077"	1644	153721	1069.5
	"Prairie County, MT"	"30079"	391	25184	1552.6
	"Ravalli County, MT"	"30081"	8888	882200	1007.5
	"Richland County, MT"	"30083"	2150	224086	959.5
	"Roosevelt County, MT"	"30085"	2770	235577	1175.8
	"Rosebud County, MT"	"30087"	1826	202575	901.4
	"Sanders County, MT"	"30089"	2905	246886	1176.7
	"Sheridan County, MT"	"30091"	1232	79338	1552.8
	"Silver Bow County, MT"	"30093"	9272	752989	1231.4
	"Stillwater County, MT"	"30095"	1804	197469	913.6
	"Sweet Grass County, MT"	"30097"	868	80533	1077.8
	"Teton County, MT"	"30099"	1450	135787	1067.8
	"Toole County, MT"	"30101"	1150	111759	1029.0
	"Treasure County, MT"	"30103"	174	16399	1061.0
	"Valley County, MT"	"30105"	1944	164604	1181.0
	"Wheatland County, MT"	"30107"	570	47184	1208.0
	"Wibaux County, MT"	"30109"	385	22734	1693.5
	"Yellowstone County, MT"	"30111"	29799	3218264	925.9
	"Adams County, NE"	"31001"	6831	686906	994.5
	"Antelope County, NE"	"31003"	1703	148397	1147.6
	"Arthur County, NE"	"31005"	86	9937	865.5
	"Banner County, NE"	"31007"	95	16500	575.8
	"Blaine County, NE"	"31009"	102	11027	925.0
	"Boone County, NE"	"31011"	1510	123149	1226.2
	"Box Butte County, NE"	"31013"	2688	251034	1070.8
	"Boyd County, NE"	"31015"	742	46835	1584.3
	"Brown County, NE"	"31017"	910	70128	1297.6
	"Buffalo County, NE"	"31019"	7711	1015421	759.4
	"Burt County, NE"	"31021"	2225	153254	1451.8
	"Butler County, NE"	"31023"	2239	184336	1214.6
	"Cass County, NE"	"31025"	4979	555882	895.7
	"Cedar County, NE"	"31027"	2311	196320	1177.2
	"Chase County, NE"	"31029"	1190	87623	1358.1
	"Cherry County, NE"	"31031"	1411	129257	1091.6
	"Cheyenne County, NE"	"31033"	2284	217361	1050.8
	"Clay County, NE"	"31035"	1693	143989	1175.8
	"Colfax County, NE"	"31037"	1936	229809	842.4
	"Cuming County, NE"	"31039"	2386	205910	1158.8
	"Custer County, NE"	"31041"	3139	243611	1288.5
	"Dakota County, NE"	"31043"	3614	450728	801.8
	"Dawes County, NE"	"31045"	1951	198924	980.8
	"Dawson County, NE"	"31047"	4822	529531	910.6
	"Deuel County, NE"	"31049"	562	43063	1305.1
	"Dixon County, NE"	"31051"	1451	130599	1111.0
	"Dodge County, NE"	"31053"	9480	802454	1181.4
	"Douglas County, NE"	"31055"	84390	11353167	743.3
	"Dundy County, NE"	"31057"	665	43817	1517.7
	"Fillmore County, NE"	"31059"	1930	131177	1471.3
	"Franklin County, NE"	"31061"	1019	71081	1433.6
	"Frontier County, NE"	"31063"	510	61864	824.4
	"Furnas County, NE"	"31065"	1647	109360	1506.0
	"Gage County, NE"	"31067"	6167	491044	1255.9
	"Garden County, NE"	"31069"	738	45237	1631.4
	"Garfield County, NE"	"31071"	737	43625	1689.4
	"Gosper County, NE"	"31073"	564	45053	1251.9
	"Grant County, NE"	"31075"	126	14595	863.3
	"Greeley County, NE"	"31077"	724	55612	1301.9
	"Hall County, NE"	"31079"	11643	1272530	914.9
	"Hamilton County, NE"	"31081"	2011	202971	990.8
	"Harlan County, NE"	"31083"	985	77499	1271.0
	"Hayes County, NE"	"31085"	155	21740	713.0
	"Hitchcock County, NE"	"31087"	921	64497	1428.0
	"Holt County, NE"	"31089"	2855	233604	1222.2
	"Hooker County, NE"	"31091"	281	16001	1756.1
	"Howard County, NE"	"31093"	1531	141019	1085.7
	"Jefferson County, NE"	"31095"	2451	168873	1451.4
	"Johnson County, NE"	"31097"	1322	111645	1184.1
	"Kearney County, NE"	"31099"	1578	146060	1080.4
	"Keith County, NE"	"31101"	2097	183473	1142.9
	"Keya Paha County, NE"	"31103"	174	18919	919.7
	"Kimball County, NE"	"31105"	1195	83918	1424.0
	"Knox County, NE"	"31107"	2700	192703	1401.1
	"Lancaster County, NE"	"31109"	42501	6273303	677.5
	"Lincoln County, NE"	"31111"	7867	779810	1008.8
	"Logan County, NE"	"31113"	170	16661	1020.3
	"Loup County, NE"	"31115"	141	14173	994.8
	"McPherson County, NE"	"31117"	82	11452	716.0
	"Madison County, NE"	"31119"	7830	773680	1012.0
	"Merrick County, NE"	"31121"	1890	173336	1090.4
	"Morrill County, NE"	"31123"	1316	110316	1192.9
	"Nance County, NE"	"31125"	1188	82312	1443.3
	"Nemaha County, NE"	"31127"	1892	158573	1193.1
	"Nuckolls County, NE"	"31129"	1531	100488	1523.6
	"Otoe County, NE"	"31131"	4008	346179	1157.8
	"Pawnee County, NE"	"31133"	959	61466	1560.2
	"Perkins County, NE"	"31135"	815	66126	1232.5
	"Phelps County, NE"	"31137"	2463	205018	1201.4
	"Pierce County, NE"	"31139"	1718	161984	1060.6
	"Platte County, NE"	"31141"	5907	705571	837.2
	"Polk County, NE"	"31143"	1451	118587	1223.6
	"Red Willow County, NE"	"31145"	2867	243303	1178.4
	"Richardson County, NE"	"31147"	2892	186983	1546.7
	"Rock County, NE"	"31149"	482	33396	1443.3
	"Saline County, NE"	"31151"	3270	312007	1048.1
	"Sarpy County, NE"	"31153"	17466	3434789	508.5
	"Saunders County, NE"	"31155"	4367	454372	961.1
	"Scotts Bluff County, NE"	"31157"	9454	801973	1178.8
	"Seward County, NE"	"31159"	3686	370227	995.6
	"Sheridan County, NE"	"31161"	1743	122151	1426.9
	"Sherman County, NE"	"31163"	945	69293	1363.8
	"Sioux County, NE"	"31165"	179	29496	606.9
	"Stanton County, NE"	"31167"	1084	136131	796.3
	"Thayer County, NE"	"31169"	1872	117594	1591.9
	"Thomas County, NE"	"31171"	135	15245	885.5
	"Thurston County, NE"	"31173"	1699	154872	1097.0
	"Valley County, NE"	"31175"	1269	95176	1333.3
	"Washington County, NE"	"31177"	3767	440457	855.2
	"Wayne County, NE"	"31179"	1444	210251	686.8
	"Webster County, NE"	"31181"	1344	83070	1617.9
	"Wheeler County, NE"	"31183"	144	17928	803.2
	"York County, NE"	"31185"	3292	307177	1071.7
	"Churchill County, NV"	"32001"	5633	538383	1046.3
	"Clark County, NV"	"32003"	305939	41488710	737.4
	"Douglas County, NV"	"32005"	9339	1019411	916.1
	"Elko County, NV"	"32007"	6194	1071225	578.2
	"Esmeralda County, NV"	"32009"	248	18871	1314.2
	"Eureka County, NV"	"32011"	300	40078	748.5
	"Humboldt County, NV"	"32013"	2688	356948	753.1
	"Lander County, NV"	"32015"	954	123161	774.6
	"Lincoln County, NV"	"32017"	1083	107438	1008.0
	"Lyon County, NV"	"32019"	11003	1065268	1032.9
	"Mineral County, NV"	"32021"	1706	103781	1643.8
	"Nye County, NV"	"32023"	13613	905402	1503.5
	"Pershing County, NV"	"32027"	1074	146452	733.3
	"Storey County, NV"	"32029"	602	84452	712.8
	"Washoe County, NV"	"32031"	73352	9102415	805.9
	"White Pine County, NV"	"32033"	2069	209426	987.9
	"Carson City, NV"	"32510"	15061	1206772	1248.0
	"Belknap County, NH"	"33001"	14117	1315829	1072.9
	"Carroll County, NH"	"33003"	10896	1033044	1054.7
	"Cheshire County, NH"	"33005"	15193	1676833	906.1
	"Coos County, NH"	"33007"	9379	718329	1305.7
	"Grafton County, NH"	"33009"	16691	1921462	868.7
	"Hillsborough County, NH"	"33011"	67075	8802964	762.0
	"Merrimack County, NH"	"33013"	27883	3203721	870.3
	"Rockingham County, NH"	"33015"	47880	6497025	737.0
	"Strafford County, NH"	"33017"	21250	2690937	789.7
	"Sullivan County, NH"	"33019"	9358	939948	995.6
	"Atlantic County, NJ"	"34001"	58668	5893001	995.6
	"Bergen County, NJ"	"34003"	160803	20015939	803.4
	"Burlington County, NJ"	"34005"	84615	9772131	865.9
	"Camden County, NJ"	"34007"	104136	11233990	927.0
	"Cape May County, NJ"	"34009"	28839	2141074	1346.9
	"Cumberland County, NJ"	"34011"	33464	3353096	998.0
	"Essex County, NJ"	"34013"	141077	17410206	810.3
	"Gloucester County, NJ"	"34015"	54655	6181215	884.2
	"Hudson County, NJ"	"34017"	91463	14086323	649.3
	"Hunterdon County, NJ"	"34019"	18775	2774435	676.7
	"Mercer County, NJ"	"34021"	64259	8011833	802.1
	"Middlesex County, NJ"	"34023"	126990	17662317	719.0
	"Monmouth County, NJ"	"34025"	119789	13753835	870.9
	"Morris County, NJ"	"34027"	80607	10754631	749.5
	"Ocean County, NJ"	"34029"	156286	12504338	1249.9
	"Passaic County, NJ"	"34031"	84850	10984292	772.5
	"Salem County, NJ"	"34033"	16058	1421182	1129.9
	"Somerset County, NJ"	"34035"	48995	7033133	696.6
	"Sussex County, NJ"	"34037"	24689	3216021	767.7
	"Union County, NJ"	"34039"	93197	11853727	786.2
	"Warren County, NJ"	"34041"	20985	2353090	891.8
	"Bernalillo County, NM"	"35001"	112070	14049702	797.7
	"Catron County, NM"	"35003"	820	78383	1046.1
	"Chaves County, NM"	"35005"	14279	1404536	1016.6
	"Cibola County, NM"	"35006"	5252	592477	886.4
	"Colfax County, NM"	"35007"	3230	293396	1100.9
	"Curry County, NM"	"35009"	8568	1052177	814.3
	"DeBaca County, NM"	"35011"	615	43429	1416.1
	"Dona Ana County, NM"	"35013"	31102	4422996	703.2
	"Eddy County, NM"	"35015"	12215	1189300	1027.1
	"Grant County, NM"	"35017"	7347	642690	1143.2
	"Guadalupe County, NM"	"35019"	1012	100824	1003.7
	"Harding County, NM"	"35021"	184	15792	1165.1
	"Hidalgo County, NM"	"35023"	1128	107410	1050.2
	"Lea County, NM"	"35025"	11453	1400639	817.7
	"Lincoln County, NM"	"35027"	4151	438064	947.6
	"Los Alamos County, NM"	"35028"	2549	402590	633.2
	"Luna County, NM"	"35029"	6310	544427	1159.0
	"McKinley County, NM"	"35031"	12438	1595079	779.8
	"Mora County, NM"	"35033"	1008	106337	947.9
	"Otero County, NM"	"35035"	12106	1406930	860.5
	"Quay County, NM"	"35037"	2756	197677	1394.2
	"Rio Arriba County, NM"	"35039"	8378	881164	950.8
	"Roosevelt County, NM"	"35041"	3444	419478	821.0
	"Sandoval County, NM"	"35043"	19367	2706429	715.6
	"San Juan County, NM"	"35045"	20375	2708648	752.2
	"San Miguel County, NM"	"35047"	6008	635496	945.4
	"Santa Fe County, NM"	"35049"	22519	3125216	720.6
	"Sierra County, NM"	"35051"	5164	261813	1972.4
	"Socorro County, NM"	"35053"	3511	386905	907.5
	"Taos County, NM"	"35055"	5963	706968	843.5
	"Torrance County, NM"	"35057"	3112	356152	873.8
	"Union County, NM"	"35059"	1064	93243	1141.1
	"Valencia County, NM"	"35061"	13114	1611657	813.7
	"Albany County, NY"	"36001"	60910	6678604	912.0
	"Allegany County, NY"	"36003"	10513	1068312	984.1
	"Bronx County, NY"	"36005"	217822	30547160	713.1
	"Broome County, NY"	"36007"	46605	4359638	1069.0
	"Cattaraugus County, NY"	"36009"	18507	1765406	1048.3
	"Cayuga County, NY"	"36011"	16548	1753787	943.6
	"Chautauqua County, NY"	"36013"	32572	2947508	1105.1
	"Chemung County, NY"	"36015"	21398	1939395	1103.3
	"Chenango County, NY"	"36017"	12126	1099880	1102.5
	"Clinton County, NY"	"36019"	15079	1789224	842.8
	"Columbia County, NY"	"36021"	14885	1370769	1085.9
	"Cortland County, NY"	"36023"	9725	1074628	905.0
	"Delaware County, NY"	"36025"	12019	1034712	1161.6
	"Dutchess County, NY"	"36027"	51890	6444663	805.2
	"Erie County, NY"	"36029"	215327	20415826	1054.7
	"Essex County, NY"	"36031"	9102	851894	1068.4
	"Franklin County, NY"	"36033"	9912	1124992	881.1
	"Fulton County, NY"	"36035"	13035	1203360	1083.2
	"Genesee County, NY"	"36037"	13321	1307739	1018.6
	"Greene County, NY"	"36039"	11476	1064254	1078.3
	"Hamilton County, NY"	"36041"	1411	107216	1316.0
	"Herkimer County, NY"	"36043"	15227	1400157	1087.5
	"Jefferson County, NY"	"36045"	19468	2507294	776.5
	"Kings County, NY"	"36047"	376732	55487204	679.0
	"Lewis County, NY"	"36049"	5244	590620	887.9
	"Livingston County, NY"	"36051"	11634	1422463	817.9
	"Madison County, NY"	"36053"	13064	1574247	829.9
	"Monroe County, NY"	"36055"	142579	16340896	872.5
	"Montgomery County, NY"	"36057"	13321	1092058	1219.8
	"Nassau County, NY"	"36059"	243086	29559169	822.4
	"New York County, NY"	"36061"	234863	35111343	668.9
	"Niagara County, NY"	"36063"	51932	4732709	1097.3
	"Oneida County, NY"	"36065"	55915	5129996	1090.0
	"Onondaga County, NY"	"36067"	92168	10188598	904.6
	"Ontario County, NY"	"36069"	21820	2339058	932.9
	"Orange County, NY"	"36071"	57864	8107577	713.7
	"Orleans County, NY"	"36073"	8903	937066	950.1
	"Oswego County, NY"	"36075"	23300	2664523	874.5
	"Otsego County, NY"	"36077"	13229	1354145	976.9
	"Putnam County, NY"	"36079"	14416	2173122	663.4
	"Queens County, NY"	"36081"	335168	49412992	678.3
	"Rensselaer County, NY"	"36083"	32717	3464887	944.2
	"Richmond County, NY"	"36085"	80443	10214519	787.5
	"Rockland County, NY"	"36087"	47445	6812770	696.4
	"St. Lawrence County, NY"	"36089"	22700	2441189	929.9
	"Saratoga County, NY"	"36091"	36484	4794821	760.9
	"Schenectady County, NY"	"36093"	33991	3352095	1014.0
	"Schoharie County, NY"	"36095"	6329	702926	900.4
	"Schuyler County, NY"	"36097"	4240	408107	1038.9
	"Seneca County, NY"	"36099"	7475	765894	976.0
	"Steuben County, NY"	"36101"	22319	2158528	1034.0
	"Suffolk County, NY"	"36103"	259274	32483054	798.2
	"Sullivan County, NY"	"36105"	16304	1670761	975.8
	"Tioga County, NY"	"36107"	9910	1112569	890.7
	"Tompkins County, NY"	"36109"	14149	2223075	636.5
	"Ulster County, NY"	"36111"	35779	3970393	901.1
	"Warren County, NY"	"36113"	14450	1423593	1015.0
	"Washington County, NY"	"36115"	13553	1366337	991.9
	"Wayne County, NY"	"36117"	18337	2038117	899.7
	"Westchester County, NY"	"36119"	160009	20900154	765.6
	"Wyoming County, NY"	"36121"	8176	921784	887.0
	"Yates County, NY"	"36123"	5635	550566	1023.5
	"Alamance County, NC"	"37001"	33005	3281057	1005.9
	"Alexander County, NC"	"37003"	7652	798391	958.4
	"Alleghany County, NC"	"37005"	3005	240495	1249.5
	"Anson County, NC"	"37007"	6522	569028	1146.2
	"Ashe County, NC"	"37009"	7043	579973	1214.4
	"Avery County, NC"	"37011"	4329	389458	1111.5
	"Beaufort County, NC"	"37013"	12445	1026877	1211.9
	"Bertie County, NC"	"37015"	5566	441739	1260.0
	"Bladen County, NC"	"37017"	8814	743473	1185.5
	"Brunswick County, NC"	"37019"	24457	2325688	1051.6
	"Buncombe County, NC"	"37021"	52799	5187111	1017.9
	"Burke County, NC"	"37023"	20885	1976888	1056.5
	"Cabarrus County, NC"	"37025"	30289	3825132	791.8
	"Caldwell County, NC"	"37027"	19321	1780104	1085.4
	"Camden County, NC"	"37029"	1662	206561	804.6
	"Carteret County, NC"	"37031"	16425	1437432	1142.7
	"Caswell County, NC"	"37033"	5745	513991	1117.7
	"Catawba County, NC"	"37035"	33181	3344237	992.2
	"Chatham County, NC"	"37037"	13099	1381908	947.9
	"Cherokee County, NC"	"37039"	7671	589108	1302.1
	"Chowan County, NC"	"37041"	4106	319779	1284.0
	"Clay County, NC"	"37043"	2932	225623	1299.5
	"Cleveland County, NC"	"37045"	24610	2140756	1149.6
	"Columbus County, NC"	"37047"	14974	1233250	1214.2
	"Craven County, NC"	"37049"	21582	2183335	988.5
	"Cumberland County, NC"	"37051"	50289	6982205	720.2
	"Currituck County, NC"	"37053"	4473	513366	871.3
	"Dare County, NC"	"37055"	6498	747246	869.6
	"Davidson County, NC"	"37057"	35334	3511783	1006.2
	"Davie County, NC"	"37059"	8799	878175	1002.0
	"Duplin County, NC"	"37061"	11628	1232986	943.1
	"Durham County, NC"	"37063"	40517	5933326	682.9
	"Edgecombe County, NC"	"37065"	13832	1210025	1143.1
	"Forsyth County, NC"	"37067"	67401	7612414	885.4
	"Franklin County, NC"	"37069"	11231	1295866	866.7
	"Gaston County, NC"	"37071"	47115	4512808	1044.0
	"Gates County, NC"	"37073"	2688	251489	1068.8
	"Graham County, NC"	"37075"	2326	186694	1245.9
	"Granville County, NC"	"37077"	11045	1244056	887.8
	"Greene County, NC"	"37079"	4181	453941	921.0
	"Guilford County, NC"	"37081"	86844	10592860	819.8
	"Halifax County, NC"	"37083"	14652	1193056	1228.1
	"Harnett County, NC"	"37085"	19199	2501257	767.6
	"Haywood County, NC"	"37087"	15882	1286168	1234.8
	"Henderson County, NC"	"37089"	28262	2299707	1228.9
	"Hertford County, NC"	"37091"	6148	524917	1171.2
	"Hoke County, NC"	"37093"	6473	1000152	647.2
	"Hyde County, NC"	"37095"	1408	123618	1139.0
	"Iredell County, NC"	"37097"	30192	3402738	887.3
	"Jackson County, NC"	"37099"	7601	859418	884.4
	"Johnston County, NC"	"37101"	26916	3630939	741.3
	"Jones County, NC"	"37103"	2678	219837	1218.2
	"Lee County, NC"	"37105"	11763	1228627	957.4
	"Lenoir County, NC"	"37107"	15753	1288145	1222.9
	"Lincoln County, NC"	"37109"	15346	1662797	922.9
	"McDowell County, NC"	"37111"	10248	975227	1050.8
	"Macon County, NC"	"37113"	9444	728688	1296.0
	"Madison County, NC"	"37115"	5126	454681	1127.4
	"Martin County, NC"	"37117"	7416	530107	1399.0
	"Mecklenburg County, NC"	"37119"	118232	19985630	591.6
	"Mitchell County, NC"	"37121"	4684	340700	1374.8
	"Montgomery County, NC"	"37123"	6220	601060	1034.8
	"Moore County, NC"	"37125"	22441	1924867	1165.8
	"Nash County, NC"	"37127"	21454	2040450	1051.4
	"New Hanover County, NC"	"37129"	37056	4392387	843.6
	"Northampton County, NC"	"37131"	6143	468488	1311.2
	"Onslow County, NC"	"37133"	21002	3818002	550.1
	"Orange County, NC"	"37135"	16476	2904510	567.3
	"Pamlico County, NC"	"37137"	3419	284322	1202.5
	"Pasquotank County, NC"	"37139"	8708	850912	1023.4
	"Pender County, NC"	"37141"	10470	1136012	921.6
	"Perquimans County, NC"	"37143"	3410	281679	1210.6
	"Person County, NC"	"37145"	9086	844903	1075.4
	"Pitt County, NC"	"37147"	25890	3551357	729.0
	"Polk County, NC"	"37149"	6391	438314	1458.1
	"Randolph County, NC"	"37151"	29610	3060539	967.5
	"Richmond County, NC"	"37153"	12002	1011946	1186.0
	"Robeson County, NC"	"37155"	28183	2865449	983.5
	"Rockingham County, NC"	"37157"	24266	2029908	1195.4
	"Rowan County, NC"	"37159"	32662	3004782	1087.0
	"Rutherford County, NC"	"37161"	18092	1450684	1247.1
